"POS_T","datetime","tagtime","Latitude","Longitude","Satellites","Residual_Error"
739098.81563357,2023-07-31 19:34:30,2023-07-31 19:34:31,41.0631660786637,-70.8209463000573,4,8.86222028878659
739099.222230959,2023-08-01 05:20:00,2023-08-01 05:20:01,40.857154149529,-71.1904728495977,5,0.143670177167836
739099.374314326,2023-08-01 08:59:00,2023-08-01 08:59:01,40.7646137251419,-71.2795921178345,6,6.74810417714272
739099.407996499,2023-08-01 09:47:30,2023-08-01 09:47:31,40.788546130323,-71.3281736969914,7,7.81339203247787
739099.427786827,2023-08-01 10:16:00,2023-08-01 10:16:01,40.7693169986024,-71.342947964911,9,8.07546247847295
