"POS_T","datetime","tagtime","Latitude","Longitude","Satellites","Residual_Error"
739099.681510311,2023-08-01 16:21:22,2023-08-01 16:21:23,40.923517031397,-71.0534999684805,9,13.0522751506975
739099.696787137,2023-08-01 16:43:22,2023-08-01 16:43:23,40.9331938553045,-71.0462849878649,6,18.6845328565716
739099.713107548,2023-08-01 17:06:52,2023-08-01 17:06:53,40.9349736582433,-71.0371468494047,8,5.85342281300086
739099.720399155,2023-08-01 17:17:22,2023-08-01 17:17:23,40.9311196230095,-71.0390760741529,8,7.66876536866615
739099.726649202,2023-08-01 17:26:22,2023-08-01 17:26:23,40.9299895308738,-71.0347804205653,8,7.70189253597783
739099.732552208,2023-08-01 17:34:52,2023-08-01 17:34:53,40.9309722653482,-71.0323986037547,8,8.83909367321235
739099.738454849,2023-08-01 17:43:22,2023-08-01 17:43:23,40.9297626294305,-71.0330078268845,9,12.9322023410686
