Selection	View	Channel	Begin.Time..s.	End.Time..s.	Low.Freq..Hz.	High.Freq..Hz.	Dur.90...s.	BW.90...Hz.	Center.Freq..Hz.	Freq.5...Hz.	Freq.95...Hz.	Sel....	SNR	RMS	FreqRange	CallType	seconds_elapsed	Time_of_Day	Time_Only
330	Spectrogram 1	1	48083.75891	48084.92625	8.206	50.953	0.512	7.812	19.531	15.625	23.438	sel. 330	22	167.8	LF	LFC	48083.75891	28:57.8	3:28:57
330	Waveform 1	1	48083.75891	48084.92625	8.206	50.953	NA	NA	NA	NA	NA	sel. 330	22	167.8	LF	LFC	48083.75891	28:57.8	3:28:57
331	Spectrogram 1	1	48099.01631	48100.18365	8.206	30.089	0.512	7.812	19.531	15.625	23.438	sel. 331	19	166.8	LF	LFC	48099.01631	29:13.0	3:29:13
331	Waveform 1	1	48099.01631	48100.18365	8.206	30.089	NA	NA	NA	NA	NA	sel. 331	19	166.8	LF	LFC	48099.01631	29:13.0	3:29:13
333	Spectrogram 1	1	48131.18965	48132.11547	6.383	70.711	0.384	7.812	19.531	15.625	23.438	sel. 333	12	162.8	LF	LFC	48131.18965	29:45.2	3:29:45
333	Waveform 1	1	48131.18965	48132.11547	6.383	70.711	NA	NA	NA	NA	NA	sel. 333	12	162.8	LF	LFC	48131.18965	29:45.2	3:29:45
334	Spectrogram 1	1	48146.6611	48147.92082	8.206	32.825	0.64	7.812	19.531	15.625	23.438	sel. 334	19	163.8	LF	LFC	48146.6611	30:00.7	3:30:00
334	Waveform 1	1	48146.6611	48147.92082	8.206	32.825	NA	NA	NA	NA	NA	sel. 334	19	163.8	LF	LFC	48146.6611	30:00.7	3:30:00
337	Spectrogram 1	1	48154.11391	48155.41811	8.206	82.101	0.512	7.812	19.531	15.625	23.438	sel. 337	26	170.8	LF	LFC	48154.11391	30:08.1	3:30:08
337	Waveform 1	1	48154.11391	48155.41811	8.206	82.101	NA	NA	NA	NA	NA	sel. 337	26	170.8	LF	LFC	48154.11391	30:08.1	3:30:08
336	Spectrogram 1	1	48160.10625	48161.89348	7.294	85.43	0.512	11.719	19.531	15.625	27.344	sel. 336	25	169.8	LF	LFD	48160.10625	30:14.1	3:30:14
336	Waveform 1	1	48160.10625	48161.89348	7.294	85.43	NA	NA	NA	NA	NA	sel. 336	25	169.8	LF	LFD	48160.10625	30:14.1	3:30:14
344	Spectrogram 1	1	48572.76339	48573.93878	10.942	48.817	0.512	7.812	19.531	15.625	23.438	sel. 344	14	158.8	LF	LFC	48572.76339	37:06.8	3:37:06
344	Waveform 1	1	48572.76339	48573.93878	10.942	48.817	NA	NA	NA	NA	NA	sel. 344	14	158.8	LF	LFC	48572.76339	37:06.8	3:37:06
345	Spectrogram 1	1	48588.24373	48589.32251	10.03	56.583	0.64	7.812	19.531	15.625	23.438	sel. 345	13	157.8	LF	LFC	48588.24373	37:22.2	3:37:22
345	Waveform 1	1	48588.24373	48589.32251	10.03	56.583	NA	NA	NA	NA	NA	sel. 345	13	157.8	LF	LFC	48588.24373	37:22.2	3:37:22
353	Spectrogram 1	1	48719.18075	48720.27564	6.657	59.912	0.64	7.812	19.531	15.625	23.438	sel. 353	15	159.8	LF	LFC	48719.18075	39:33.2	3:39:33
353	Waveform 1	1	48719.18075	48720.27564	6.657	59.912	NA	NA	NA	NA	NA	sel. 353	15	159.8	LF	LFC	48719.18075	39:33.2	3:39:33
355	Spectrogram 1	1	48750.26652	48751.46606	9.118	49.926	0.64	7.812	19.531	15.625	23.438	sel. 355	19	161.8	LF	LFC	48750.26652	40:04.3	3:40:04
355	Waveform 1	1	48750.26652	48751.46606	9.118	49.926	NA	NA	NA	NA	NA	sel. 355	19	161.8	LF	LFC	48750.26652	40:04.3	3:40:04
369	Spectrogram 1	1	48983.07628	48984.95207	11.853	62.131	0.512	11.719	23.438	19.531	31.25	sel. 369	25	169.8	LF	LFD	48983.07628	43:57.1	3:43:57
369	Waveform 1	1	48983.07628	48984.95207	11.853	62.131	NA	NA	NA	NA	NA	sel. 369	25	169.8	LF	LFD	48983.07628	43:57.1	3:43:57
372	Spectrogram 1	1	49010.98961	49012.27602	7.766	53.255	0.512	7.812	19.531	15.625	23.438	sel. 372	18	162.8	LF	LFC	49010.98961	44:25.0	3:44:24
372	Waveform 1	1	49010.98961	49012.27602	7.766	53.255	NA	NA	NA	NA	NA	sel. 372	18	162.8	LF	LFC	49010.98961	44:25.0	3:44:24
373	Spectrogram 1	1	49017.98666	49019.84635	6.657	75.444	0.512	11.719	23.438	19.531	31.25	sel. 373	24	168.8	LF	LFD	49017.98666	44:32.0	3:44:31
373	Waveform 1	1	49017.98666	49019.84635	6.657	75.444	NA	NA	NA	NA	NA	sel. 373	24	168.8	LF	LFD	49017.98666	44:32.0	3:44:31
374	Spectrogram 1	1	49028.20061	49029.34379	9.118	53.255	0.512	7.812	19.531	15.625	23.438	sel. 374	17	161.8	LF	LFC	49028.20061	44:42.2	3:44:42
374	Waveform 1	1	49028.20061	49029.34379	9.118	53.255	NA	NA	NA	NA	NA	sel. 374	17	161.8	LF	LFC	49028.20061	44:42.2	3:44:42
375	Spectrogram 1	1	49037.06805	49038.26759	9.118	48.817	0.64	7.812	19.531	15.625	23.438	sel. 375	14	160.8	LF	LFC	49037.06805	44:51.1	3:44:51
375	Waveform 1	1	49037.06805	49038.26759	9.118	48.817	NA	NA	NA	NA	NA	sel. 375	14	160.8	LF	LFC	49037.06805	44:51.1	3:44:51
376	Spectrogram 1	1	49048.00499	49049.20444	8.206	45.489	0.64	7.812	19.531	15.625	23.438	sel. 376	15	159.8	LF	LFC	49048.00499	45:02.0	3:45:02
376	Waveform 1	1	49048.00499	49049.20444	8.206	45.489	NA	NA	NA	NA	NA	sel. 376	15	159.8	LF	LFC	49048.00499	45:02.0	3:45:02
377	Spectrogram 1	1	49057.58935	49058.68424	8.206	48.817	0.512	7.812	19.531	15.625	23.438	sel. 377	17	161.8	LF	LFC	49057.58935	45:11.6	3:45:11
377	Waveform 1	1	49057.58935	49058.68424	8.206	48.817	NA	NA	NA	NA	NA	sel. 377	17	161.8	LF	LFC	49057.58935	45:11.6	3:45:11
378	Spectrogram 1	1	49063.47984	49065.21072	7.766	50.149	0.512	11.719	23.438	19.531	31.25	sel. 378	28	171.8	LF	LFD	49063.47984	45:17.5	3:45:17
378	Waveform 1	1	49063.47984	49065.21072	7.766	50.149	NA	NA	NA	NA	NA	sel. 378	28	171.8	LF	LFD	49063.47984	45:17.5	3:45:17
379	Spectrogram 1	1	49073.68488	49074.80391	6.657	49.926	0.512	7.812	19.531	15.625	23.438	sel. 379	12	156.8	LF	LFC	49073.68488	45:27.7	3:45:27
379	Waveform 1	1	49073.68488	49074.80391	6.657	49.926	NA	NA	NA	NA	NA	sel. 379	12	156.8	LF	LFC	49073.68488	45:27.7	3:45:27
380	Spectrogram 1	1	49080.96868	49082.33505	6.657	39.941	0.256	7.812	23.438	19.531	27.344	sel. 380	22	166.8	LF	LFD	49080.96868	45:35.0	3:45:34
380	Waveform 1	1	49080.96868	49082.33505	6.657	39.941	NA	NA	NA	NA	NA	sel. 380	22	166.8	LF	LFD	49080.96868	45:35.0	3:45:34
381	Spectrogram 1	1	49089.95249	49091.20033	7.294	34.648	0.384	7.812	19.531	15.625	23.438	sel. 381	18	162.8	LF	LFC	49089.95249	45:44.0	3:45:43
381	Waveform 1	1	49089.95249	49091.20033	7.294	34.648	NA	NA	NA	NA	NA	sel. 381	18	162.8	LF	LFC	49089.95249	45:44.0	3:45:43
382	Spectrogram 1	1	49099.43021	49100.58781	9.118	46.598	0.384	7.812	19.531	15.625	23.438	sel. 382	18	162.8	LF	LFC	49099.43021	45:53.4	3:45:53
382	Waveform 1	1	49099.43021	49100.58781	9.118	46.598	NA	NA	NA	NA	NA	sel. 382	18	162.8	LF	LFC	49099.43021	45:53.4	3:45:53
384	Spectrogram 1	1	49118.64677	49119.38743	5.547	44.379	0.384	7.812	19.531	15.625	23.438	sel. 384	11	154.8	LF	LFC	49118.64677	46:12.6	3:46:12
384	Waveform 1	1	49118.64677	49119.38743	5.547	44.379	NA	NA	NA	NA	NA	sel. 384	11	154.8	LF	LFC	49118.64677	46:12.6	3:46:12
390	Spectrogram 1	1	49194.16769	49195.6007	10.03	43.766	0.64	7.812	23.438	19.531	27.344	sel. 390	21	164.8	LF	LFD	49194.16769	47:28.2	3:47:28
390	Waveform 1	1	49194.16769	49195.6007	10.03	43.766	NA	NA	NA	NA	NA	sel. 390	21	164.8	LF	LFD	49194.16769	47:28.2	3:47:28
394	Spectrogram 1	1	49318.18962	49319.31876	10.03	56.583	0.512	11.719	19.531	15.625	27.344	sel. 394	28	173.8	LF	LFD	49318.18962	49:32.2	3:49:32
394	Waveform 1	1	49318.18962	49319.31876	10.03	56.583	NA	NA	NA	NA	NA	sel. 394	28	173.8	LF	LFD	49318.18962	49:32.2	3:49:32
395	Spectrogram 1	1	49334.805	49335.84934	8.206	49.926	0.384	7.812	19.531	15.625	23.438	sel. 395	28	171.8	LF	LFC	49334.805	49:48.8	3:49:48
395	Waveform 1	1	49334.805	49335.84934	8.206	49.926	NA	NA	NA	NA	NA	sel. 395	28	171.8	LF	LFC	49334.805	49:48.8	3:49:48
396	Spectrogram 1	1	49350.52941	49351.72895	7.766	48.817	0.384	7.812	19.531	15.625	23.438	sel. 396	22	166.8	LF	LFC	49350.52941	50:04.5	3:50:04
396	Waveform 1	1	49350.52941	49351.72895	7.766	48.817	NA	NA	NA	NA	NA	sel. 396	22	166.8	LF	LFC	49350.52941	50:04.5	3:50:04
397	Spectrogram 1	1	49368.64372	49370.04453	6.657	46.598	0.64	7.812	19.531	15.625	23.438	sel. 397	18	163.8	LF	LFC	49368.64372	50:22.6	3:50:22
397	Waveform 1	1	49368.64372	49370.04453	6.657	46.598	NA	NA	NA	NA	NA	sel. 397	18	163.8	LF	LFC	49368.64372	50:22.6	3:50:22
400	Spectrogram 1	1	49791.45586	49792.92107	6.383	61.021	0.768	15.625	23.438	11.719	27.344	sel. 400	14	159.8	LF	LFD	49791.45586	57:25.5	3:57:25
400	Waveform 1	1	49791.45586	49792.92107	6.383	61.021	NA	NA	NA	NA	NA	sel. 400	14	159.8	LF	LFD	49791.45586	57:25.5	3:57:25
408	Spectrogram 1	1	49829.97037	49831.51609	10.942	76.554	0.512	7.812	23.438	19.531	27.344	sel. 408	12	163.8	LF	LFD	49829.97037	58:04.0	3:58:03
408	Waveform 1	1	49829.97037	49831.51609	10.942	76.554	NA	NA	NA	NA	NA	sel. 408	12	163.8	LF	LFD	49829.97037	58:04.0	3:58:03
409	Spectrogram 1	1	49838.07319	49839.19222	7.766	49.926	0.512	7.812	19.531	15.625	23.438	sel. 409	17	162.8	LF	LFC	49838.07319	58:12.1	3:58:12
409	Waveform 1	1	49838.07319	49839.19222	7.766	49.926	NA	NA	NA	NA	NA	sel. 409	17	162.8	LF	LFC	49838.07319	58:12.1	3:58:12
418	Spectrogram 1	1	50148.8178	50149.61481	9.118	30.089	0.512	11.719	19.531	11.719	23.438	sel. 418	26	173.8	LF	LFC	50148.8178	03:22.8	4:03:22
418	Waveform 1	1	50148.8178	50149.61481	9.118	30.089	NA	NA	NA	NA	NA	sel. 418	26	173.8	LF	LFC	50148.8178	03:22.8	4:03:22
423	Spectrogram 1	1	50218.35241	50219.44729	7.294	52.145	0.512	7.812	19.531	15.625	23.438	sel. 423	23	167.8	LF	LFC	50218.35241	04:32.4	4:04:32
423	Waveform 1	1	50218.35241	50219.44729	7.294	52.145	NA	NA	NA	NA	NA	sel. 423	23	167.8	LF	LFC	50218.35241	04:32.4	4:04:32
424	Spectrogram 1	1	50224.60518	50226.42462	3.328	93.196	0.896	11.719	19.531	15.625	27.344	sel. 424	21	165.8	LF	LFD	50224.60518	04:38.6	4:04:38
424	Waveform 1	1	50224.60518	50226.42462	3.328	93.196	NA	NA	NA	NA	NA	sel. 424	21	165.8	LF	LFD	50224.60518	04:38.6	4:04:38
425	Spectrogram 1	1	50240.75473	50241.85766	6.383	31.001	0.64	7.812	19.531	15.625	23.438	sel. 425	23	166.8	LF	LFC	50240.75473	04:54.8	4:04:54
425	Waveform 1	1	50240.75473	50241.85766	6.383	31.001	NA	NA	NA	NA	NA	sel. 425	23	166.8	LF	LFC	50240.75473	04:54.8	4:04:54
426	Spectrogram 1	1	50256.09974	50257.18657	9.118	56.649	0.64	7.812	19.531	15.625	23.438	sel. 426	23	166.8	LF	LFC	50256.09974	05:10.1	4:05:10
426	Waveform 1	1	50256.09974	50257.18657	9.118	56.649	NA	NA	NA	NA	NA	sel. 426	23	166.8	LF	LFC	50256.09974	05:10.1	4:05:10
427	Spectrogram 1	1	50274.84195	50276.05759	2.411	48.212	0.64	7.812	19.531	15.625	23.438	sel. 427	21	164.8	LF	LFC	50274.84195	05:28.8	4:05:28
427	Waveform 1	1	50274.84195	50276.05759	2.411	48.212	NA	NA	NA	NA	NA	sel. 427	21	164.8	LF	LFC	50274.84195	05:28.8	4:05:28
428	Spectrogram 1	1	50290.66682	50291.85026	8.206	53.033	0.512	7.812	19.531	15.625	23.438	sel. 428	23	166.8	LF	LFC	50290.66682	05:44.7	4:05:44
428	Waveform 1	1	50290.66682	50291.85026	8.206	53.033	NA	NA	NA	NA	NA	sel. 428	23	166.8	LF	LFC	50290.66682	05:44.7	4:05:44
429	Spectrogram 1	1	50306.44659	50307.61393	9.118	47.007	0.512	7.812	19.531	15.625	23.438	sel. 429	23	166.8	LF	LFC	50306.44659	06:00.4	4:06:00
429	Waveform 1	1	50306.44659	50307.61393	9.118	47.007	NA	NA	NA	NA	NA	sel. 429	23	166.8	LF	LFC	50306.44659	06:00.4	4:06:00
430	Spectrogram 1	1	50322.73784	50323.80857	7.232	51.828	0.512	7.812	19.531	15.625	23.438	sel. 430	21	164.8	LF	LFC	50322.73784	06:16.7	4:06:16
430	Waveform 1	1	50322.73784	50323.80857	7.232	51.828	NA	NA	NA	NA	NA	sel. 430	21	164.8	LF	LFC	50322.73784	06:16.7	4:06:16
431	Spectrogram 1	1	50338.60296	50339.74614	7.294	49.417	0.64	7.812	19.531	15.625	23.438	sel. 431	21	164.8	LF	LFC	50338.60296	06:32.6	4:06:32
431	Waveform 1	1	50338.60296	50339.74614	7.294	49.417	NA	NA	NA	NA	NA	sel. 431	21	164.8	LF	LFC	50338.60296	06:32.6	4:06:32
436	Spectrogram 1	1	50372.8405	50374.32182	10.03	38.295	0.512	11.719	23.438	19.531	31.25	sel. 436	25	167.8	LF	LFD	50372.8405	07:06.8	4:07:06
436	Waveform 1	1	50372.8405	50374.32182	10.03	38.295	NA	NA	NA	NA	NA	sel. 436	25	167.8	LF	LFD	50372.8405	07:06.8	4:07:06
437	Spectrogram 1	1	50380.77952	50382.18032	11.853	83.165	0.384	7.812	23.438	19.531	27.344	sel. 437	25	170.8	LF	LFD	50380.77952	07:14.8	4:07:14
437	Waveform 1	1	50380.77952	50382.18032	11.853	83.165	NA	NA	NA	NA	NA	sel. 437	25	170.8	LF	LFD	50380.77952	07:14.8	4:07:14
438	Spectrogram 1	1	50390.61618	50391.63861	7.232	54.238	0.768	15.625	15.625	7.812	23.438	sel. 438	10	157.8	LF	LFC	50390.61618	07:24.6	4:07:24
438	Waveform 1	1	50390.61618	50391.63861	7.232	54.238	NA	NA	NA	NA	NA	sel. 438	10	157.8	LF	LFC	50390.61618	07:24.6	4:07:24
